customer_id,recency,frequency,monetary,Segment
CS2737,16/02/15,20,1317,Silver-P2
CS2738,23/11/14,25,1799,Premium-P0
CS2739,02/12/14,27,1962,Premium-P0
CS2740,31/08/14,14,1048,Silver-P2
CS2741,08/03/15,23,1528,Silver-P2
CS2742,06/12/14,24,1565,Silver-P2
CS2743,11/11/14,20,1295,Silver-P2
CS2744,06/02/15,18,1174,Silver-P2
CS2745,17/02/15,24,1525,Silver-P2
CS2746,12/03/15,15,1023,Silver-P2
CS2747,06/01/15,18,1284,Silver-P2
CS2748,28/11/14,23,1537,Silver-P2
CS2749,17/02/15,18,1225,Silver-P2
CS2750,22/02/15,17,1067,Silver-P2
CS2751,03/02/15,22,1571,Silver-P2
CS2752,23/11/14,18,1100,Silver-P2
CS2753,22/02/15,18,1256,Silver-P2
CS2754,06/01/15,22,1638,Silver-P2
CS2755,25/02/15,30,1983,Premium-P0
CS2756,09/11/14,23,1450,Silver-P2
CS2757,21/01/15,22,1526,Silver-P2
CS2758,01/03/15,15,957,Gold-P1
CS2759,07/01/15,18,1315,Silver-P2
CS2760,06/02/15,15,1091,Silver-P2
CS2761,10/02/15,17,1214,Silver-P2
CS2762,12/08/14,12,755,Gold-P1
CS2763,16/03/15,11,839,Gold-P1
CS2764,19/01/15,13,990,Gold-P1
CS2765,04/03/15,24,1639,Silver-P2
CS2766,06/03/15,27,1706,Premium-P0
CS2767,15/03/15,18,1323,Silver-P2
CS2768,29/01/15,18,1306,Silver-P2
CS2769,03/03/15,30,2202,Premium-P0
CS2770,14/03/15,25,1707,Premium-P0
CS2771,05/01/15,25,1671,Premium-P0
CS2772,18/06/14,17,1208,Silver-P2
CS2773,05/03/15,22,1474,Silver-P2
CS2774,11/01/15,11,763,Gold-P1
CS2775,27/02/15,22,1600,Silver-P2
CS2776,12/02/15,28,2099,Premium-P0
CS2777,26/07/14,20,1457,Silver-P2
CS2778,20/12/14,16,1157,Silver-P2
CS2779,08/01/15,14,934,Gold-P1
CS2780,14/02/15,18,1303,Silver-P2
CS2781,19/02/15,16,1098,Silver-P2
CS2782,30/12/14,21,1585,Silver-P2
CS2783,12/02/15,29,2060,Premium-P0
CS2784,20/12/14,24,1750,Silver-P2
CS2785,07/02/15,23,1702,Silver-P2
CS2786,20/02/15,29,2034,Premium-P0
CS2787,06/03/15,23,1641,Silver-P2
CS2788,21/01/15,19,1218,Silver-P2
CS2789,25/01/15,26,2003,Premium-P0
CS2790,15/11/14,19,1496,Silver-P2
CS2791,02/03/15,19,1381,Silver-P2
CS2792,09/03/15,21,1557,Silver-P2
CS2793,25/01/15,22,1668,Silver-P2
CS2794,12/03/15,23,1789,Silver-P2
CS2795,26/02/15,22,1609,Silver-P2
CS2796,14/03/15,18,1279,Silver-P2
CS2797,22/08/14,20,1352,Silver-P2
CS2798,29/12/14,21,1535,Silver-P2
CS2799,09/03/15,17,1102,Silver-P2
CS2800,04/01/15,16,1063,Silver-P2
CS2801,02/02/15,18,1148,Silver-P2
CS2802,15/02/15,20,1347,Silver-P2
CS2803,09/11/14,15,1034,Silver-P2
CS2804,18/02/15,22,1530,Silver-P2
CS2805,11/02/15,18,1104,Silver-P2
CS2806,20/10/14,11,762,Gold-P1
CS2807,14/01/15,19,1316,Silver-P2
CS2808,29/09/14,24,1509,Silver-P2
CS2809,03/03/15,24,1594,Silver-P2
CS2810,17/12/14,15,1082,Silver-P2
CS2811,24/10/14,17,1110,Silver-P2
CS2812,24/02/15,16,1134,Silver-P2
CS2813,31/12/14,23,1593,Silver-P2
CS2814,21/02/15,18,1385,Silver-P2
CS2815,08/02/15,16,1166,Silver-P2
CS2816,06/03/15,21,1401,Silver-P2
CS2817,08/01/15,21,1406,Silver-P2
CS2818,06/03/15,29,2018,Premium-P0
CS2819,21/02/15,20,1338,Silver-P2
CS2820,17/10/14,23,1596,Silver-P2
CS2821,26/02/15,27,1864,Premium-P0
CS2822,29/01/15,15,1131,Silver-P2
CS2823,26/02/15,25,1731,Premium-P0
CS2824,13/03/15,20,1292,Silver-P2
CS2825,24/02/15,14,873,Gold-P1
CS2826,25/10/14,18,1142,Silver-P2
CS2827,02/01/15,21,1455,Silver-P2
CS2828,27/01/15,20,1350,Silver-P2
CS2829,24/01/15,24,1794,Silver-P2
CS2830,08/12/14,28,2070,Premium-P0
CS2831,29/01/15,17,1250,Silver-P2
CS2832,20/02/15,24,1585,Silver-P2
CS2833,13/03/15,18,1299,Silver-P2
CS2834,17/02/15,24,1747,Silver-P2
CS2835,02/10/14,24,1800,Silver-P2
CS2836,10/02/15,18,1297,Silver-P2
CS2837,24/02/15,26,1813,Premium-P0
CS2838,09/07/14,18,1446,Silver-P2
CS2839,16/12/14,19,1295,Silver-P2
CS2840,02/02/15,29,2074,Premium-P0
CS2841,10/08/14,12,792,Gold-P1
CS2842,25/02/15,24,1733,Silver-P2
CS2843,29/09/14,18,1374,Silver-P2
CS2844,08/09/14,11,740,Gold-P1
CS2845,02/01/15,27,1829,Premium-P0
CS2846,09/03/15,19,1283,Silver-P2
CS2847,10/12/14,21,1493,Silver-P2
CS2848,09/01/15,19,1331,Silver-P2
CS2849,09/01/15,21,1301,Silver-P2
CS2850,18/02/15,17,1131,Silver-P2
CS2851,16/09/14,19,1392,Silver-P2
CS2852,14/10/14,16,1151,Silver-P2
CS2853,03/02/15,25,1779,Premium-P0
CS2854,27/02/15,23,1564,Silver-P2
CS2855,15/12/14,19,1346,Silver-P2
CS2856,16/01/15,21,1448,Silver-P2
CS2857,31/10/14,15,1095,Silver-P2
CS2858,26/01/15,23,1555,Silver-P2
CS2859,27/02/15,13,792,Gold-P1
CS2860,25/09/14,21,1356,Silver-P2
CS2861,06/03/15,14,1082,Silver-P2
CS2862,21/02/15,24,1734,Silver-P2
CS2863,03/11/14,25,1716,Premium-P0
CS2864,19/01/15,23,1442,Silver-P2
CS2865,07/02/15,25,1868,Premium-P0
CS2866,27/02/15,22,1488,Silver-P2
CS2867,23/02/15,21,1464,Silver-P2
CS2868,27/01/15,20,1507,Silver-P2
CS2869,17/02/15,21,1452,Silver-P2
CS2870,28/01/15,24,1670,Silver-P2
CS2871,22/10/14,29,2124,Premium-P0
CS2872,15/03/15,22,1674,Silver-P2
CS2873,28/02/15,29,2045,Premium-P0
CS2874,05/01/15,14,930,Gold-P1
CS2875,24/02/15,15,1007,Silver-P2
CS2876,01/03/15,21,1369,Silver-P2
CS2877,15/03/15,24,1677,Silver-P2
CS2878,04/01/15,23,1610,Silver-P2
CS2879,20/12/14,15,1028,Silver-P2
CS2880,27/12/14,20,1482,Silver-P2
CS2881,19/09/14,26,1801,Premium-P0
CS2882,25/07/14,11,781,Gold-P1
CS2883,15/09/14,21,1658,Silver-P2
CS2884,16/03/15,21,1399,Silver-P2
CS2885,14/02/15,28,1781,Premium-P0
CS2886,02/12/14,16,897,Gold-P1
CS2887,10/02/15,25,1527,Premium-P0
CS2888,06/09/14,24,1792,Silver-P2
CS2889,08/02/15,22,1536,Silver-P2
CS2890,07/01/15,19,1308,Silver-P2
CS2891,19/01/15,24,1823,Silver-P2
CS2892,23/09/14,17,1181,Silver-P2
CS2893,11/03/15,24,1724,Silver-P2
CS2894,27/02/15,19,1377,Silver-P2
CS2895,26/02/15,21,1304,Silver-P2
CS2896,27/01/15,24,1845,Silver-P2
CS2897,17/02/15,16,1188,Silver-P2
CS2898,10/02/15,21,1336,Silver-P2
CS2899,02/03/15,24,1673,Silver-P2
CS2900,06/03/15,26,1954,Premium-P0
CS2901,07/09/14,19,1259,Silver-P2
CS2902,27/11/14,28,1961,Premium-P0
CS2903,14/10/14,17,1289,Silver-P2
CS2904,10/03/15,25,1869,Premium-P0
CS2905,20/12/14,17,1185,Silver-P2
CS2906,18/01/15,27,1935,Premium-P0
CS2907,12/02/15,29,2039,Premium-P0
CS2908,10/01/15,16,1061,Silver-P2
CS2909,12/02/15,19,1412,Silver-P2
CS2910,05/03/15,23,1345,Silver-P2
CS2911,10/02/15,21,1511,Silver-P2
CS2912,21/12/14,20,1361,Silver-P2
CS2913,14/08/14,21,1490,Silver-P2
CS2914,19/12/14,26,1792,Premium-P0
CS2915,21/12/14,24,1749,Silver-P2
CS2916,12/01/15,21,1514,Silver-P2
CS2917,15/03/15,20,1474,Silver-P2
CS2918,07/03/15,24,1741,Silver-P2
CS2919,24/02/15,18,1313,Silver-P2
CS2920,09/03/15,21,1419,Silver-P2
CS2921,22/01/15,16,1044,Silver-P2
CS2922,11/03/15,15,977,Gold-P1
CS2923,02/09/14,13,966,Gold-P1
CS2924,11/03/15,21,1459,Silver-P2
CS2925,14/03/15,14,997,Gold-P1
CS2926,19/02/15,14,986,Gold-P1
CS2927,03/03/15,25,1581,Premium-P0
CS2928,27/10/14,17,1243,Silver-P2
CS2929,16/03/15,22,1449,Silver-P2
CS2930,27/01/15,26,1955,Premium-P0
CS2931,11/03/15,21,1550,Silver-P2
CS2932,25/11/14,18,1228,Silver-P2
CS2933,07/10/14,13,900,Gold-P1
CS2934,27/02/15,17,1227,Silver-P2
CS2935,06/03/15,21,1388,Silver-P2
CS2936,13/01/15,13,813,Gold-P1
CS2937,02/03/15,20,1394,Silver-P2
CS2938,13/12/14,30,2039,Premium-P0
CS2939,20/02/15,17,1227,Silver-P2
CS2940,19/12/14,21,1334,Silver-P2
CS2941,08/05/14,13,1077,Silver-P2
CS2942,05/01/15,17,1246,Silver-P2
CS2943,06/03/15,19,1306,Silver-P2
CS2944,04/08/14,17,1239,Silver-P2
CS2945,08/03/15,26,1911,Premium-P0
CS2946,05/03/15,31,2238,Premium-P0
CS2947,07/11/14,19,1348,Silver-P2
CS2948,02/09/14,17,1199,Silver-P2
CS2949,05/12/14,24,1581,Silver-P2
CS2950,28/01/15,16,1072,Silver-P2
CS2951,31/08/14,32,2382,Premium-P0
CS2952,01/02/15,25,1691,Premium-P0
CS2953,22/01/15,17,1093,Silver-P2
CS2954,27/01/15,17,1404,Silver-P2
CS2955,15/02/15,17,1191,Silver-P2
CS2956,10/03/15,29,2050,Premium-P0
CS2957,12/01/15,19,1251,Silver-P2
CS2958,30/11/14,13,778,Gold-P1
CS2959,02/03/15,16,1124,Silver-P2
CS2960,09/02/15,16,1178,Silver-P2
CS2961,22/01/15,30,2183,Premium-P0
CS2962,16/03/15,23,1639,Silver-P2
CS2963,25/12/14,16,1109,Silver-P2
CS2964,10/12/14,21,1363,Silver-P2
CS2965,05/10/14,13,793,Gold-P1
CS2966,04/09/14,18,1143,Silver-P2
CS2967,16/03/15,21,1425,Silver-P2
CS2968,23/01/15,24,1649,Silver-P2
CS2969,07/03/15,18,1314,Silver-P2
CS2970,07/03/15,21,1496,Silver-P2
CS2971,09/09/14,16,1029,Silver-P2
CS2972,27/08/14,19,1301,Silver-P2
CS2973,11/09/14,19,1317,Silver-P2
CS2974,25/12/14,19,1368,Silver-P2
CS2975,21/01/15,22,1387,Silver-P2
CS2976,25/08/14,14,897,Gold-P1
CS2977,06/03/15,21,1490,Silver-P2
CS2978,17/11/14,20,1470,Silver-P2
CS2979,14/03/15,20,1398,Silver-P2
CS2980,30/09/14,21,1562,Silver-P2
CS2981,28/11/14,18,1369,Silver-P2
CS2982,24/12/14,22,1543,Silver-P2
CS2983,05/03/15,23,1524,Silver-P2
CS2984,24/01/15,29,1955,Premium-P0
CS2985,02/08/14,16,1133,Silver-P2
CS2986,26/12/14,25,1720,Premium-P0
CS2987,18/12/14,20,1508,Silver-P2
CS2988,26/02/15,22,1543,Silver-P2
CS2989,07/03/15,26,1702,Premium-P0
CS2990,12/12/14,27,1765,Premium-P0
CS2991,09/03/15,22,1568,Silver-P2
CS2992,28/09/14,16,1031,Silver-P2
CS2993,02/01/15,16,1190,Silver-P2
CS2994,02/02/15,22,1470,Silver-P2
CS2995,05/02/15,14,794,Gold-P1
CS2996,09/12/14,25,1719,Premium-P0
CS2997,27/11/14,21,1503,Silver-P2
CS2998,10/02/15,21,1456,Silver-P2
CS2999,18/10/14,19,1262,Silver-P2
CS3000,08/03/15,20,1379,Silver-P2
CS3001,25/07/14,15,1193,Silver-P2
CS3002,01/02/15,22,1394,Silver-P2
CS3003,18/02/15,17,1213,Silver-P2
CS3004,15/03/15,24,1939,Silver-P2
CS3005,11/01/15,23,1740,Silver-P2
CS3006,03/03/15,24,1732,Silver-P2
CS3007,06/06/14,16,1127,Silver-P2
CS3008,13/02/15,24,1788,Silver-P2
CS3009,09/03/15,14,895,Gold-P1
CS3010,16/03/15,26,1862,Premium-P0
CS3011,14/12/14,28,1890,Premium-P0
CS3012,03/02/15,24,1688,Silver-P2
CS3013,09/03/15,35,2259,Premium-P0
CS3014,26/12/14,23,1641,Silver-P2
CS3015,04/03/15,24,1601,Silver-P2
CS3016,25/04/14,9,634,Silver-P2
CS3017,03/07/14,19,1424,Silver-P2
CS3018,01/06/14,19,1190,Silver-P2
CS3019,01/02/15,23,1593,Silver-P2
CS3020,06/03/15,23,1486,Silver-P2
CS3021,02/01/15,13,871,Gold-P1
CS3022,17/01/15,21,1469,Silver-P2
CS3023,04/01/15,19,1242,Silver-P2
CS3024,06/11/14,24,1738,Silver-P2
CS3025,28/12/14,13,960,Gold-P1
CS3026,10/02/15,21,1409,Silver-P2
CS3027,09/02/15,19,1345,Silver-P2
CS3028,02/03/15,31,2214,Premium-P0
CS3029,03/01/15,24,1705,Silver-P2
CS3030,31/01/15,23,1579,Silver-P2
CS3031,19/02/15,20,1407,Silver-P2
CS3032,05/03/15,17,1305,Silver-P2
CS3033,09/11/14,14,981,Gold-P1
CS3034,22/12/14,22,1555,Silver-P2
CS3035,11/11/14,20,1365,Silver-P2
CS3036,16/02/15,23,1587,Silver-P2
CS3037,24/01/15,21,1324,Silver-P2
CS3038,16/02/15,17,1283,Silver-P2
CS3039,20/02/15,17,1296,Silver-P2
CS3040,24/02/15,17,1266,Silver-P2
CS3041,11/03/15,22,1397,Silver-P2
CS3042,10/02/15,14,936,Gold-P1
CS3043,02/12/14,17,1154,Silver-P2
CS3044,12/03/15,22,1576,Silver-P2
CS3045,16/01/15,18,1351,Silver-P2
CS3046,13/01/15,22,1631,Silver-P2
CS3047,07/01/15,25,1729,Premium-P0
CS3048,29/01/15,11,693,Gold-P1
CS3049,02/03/15,21,1333,Silver-P2
CS3050,06/12/14,20,1206,Silver-P2
CS3051,23/11/14,19,1375,Silver-P2
CS3052,04/02/15,26,1811,Premium-P0
CS3053,14/01/15,15,1311,Silver-P2
CS3054,23/02/15,14,1028,Silver-P2
CS3055,14/01/15,21,1542,Silver-P2
CS3056,10/11/14,17,1169,Silver-P2
CS3057,05/12/14,13,924,Gold-P1
CS3058,04/03/15,25,1810,Premium-P0
CS3059,17/12/14,18,1349,Silver-P2
CS3060,28/11/14,24,1763,Silver-P2
CS3061,13/01/15,23,1749,Silver-P2
CS3062,18/01/15,21,1546,Silver-P2
CS3063,01/12/14,14,919,Gold-P1
CS3064,28/02/14,22,1425,Silver-P2
CS3065,07/11/14,16,967,Gold-P1
CS3066,24/12/14,19,1273,Silver-P2
CS3067,27/02/15,22,1450,Silver-P2
CS3068,21/01/15,18,1181,Silver-P2
CS3069,28/01/15,22,1487,Silver-P2
CS3070,25/01/15,21,1433,Silver-P2
CS3071,22/02/15,23,1642,Silver-P2
CS3072,16/01/15,18,1154,Silver-P2
CS3073,13/02/15,27,1940,Premium-P0
CS3074,08/01/15,22,1794,Silver-P2
CS3075,13/03/15,19,1261,Silver-P2
CS3076,21/02/15,21,1605,Silver-P2
CS3077,05/01/15,29,1977,Premium-P0
CS3078,10/03/15,17,1021,Silver-P2
CS3079,03/11/14,24,1535,Silver-P2
CS3080,03/03/15,24,1596,Silver-P2
CS3081,15/12/14,21,1472,Silver-P2
CS3082,27/12/14,21,1400,Silver-P2
CS3083,02/01/15,17,1069,Silver-P2
CS3084,19/05/14,12,904,Gold-P1
CS3085,21/11/14,23,1618,Silver-P2
CS3086,04/02/15,23,1561,Silver-P2
CS3087,27/12/14,16,1007,Silver-P2
CS3088,03/09/14,16,1106,Silver-P2
CS3089,23/11/14,14,1050,Silver-P2
CS3090,26/12/14,18,1198,Silver-P2
CS3091,08/10/14,14,881,Gold-P1
CS3092,22/12/14,21,1594,Silver-P2
CS3093,16/02/15,21,1383,Silver-P2
CS3094,18/06/14,15,1121,Silver-P2
CS3095,04/11/14,24,1634,Silver-P2
CS3096,24/01/15,18,1325,Silver-P2
CS3097,30/09/14,19,1296,Silver-P2
CS3098,24/08/14,21,1359,Silver-P2
CS3099,27/11/14,17,1112,Silver-P2
CS3100,03/03/15,18,1437,Silver-P2
CS3101,09/03/15,30,2106,Premium-P0
CS3102,21/11/14,14,1031,Silver-P2
CS3103,13/03/15,16,1006,Silver-P2
CS3104,11/10/14,17,1174,Silver-P2
CS3105,21/02/15,21,1432,Silver-P2
CS3106,19/10/14,18,1270,Silver-P2
CS3107,15/02/15,17,1233,Silver-P2
CS3108,22/06/14,16,1032,Silver-P2
CS3109,09/03/15,20,1402,Silver-P2
CS3110,15/11/14,19,1279,Silver-P2
CS3111,18/08/14,21,1644,Silver-P2
CS3112,16/11/14,20,1225,Silver-P2
CS3113,18/11/14,12,937,Gold-P1
CS3114,26/09/14,18,1173,Silver-P2
CS3115,24/02/15,15,1074,Silver-P2
CS3116,22/02/15,25,1918,Premium-P0
CS3117,02/11/14,23,1562,Silver-P2
CS3118,02/03/15,22,1436,Silver-P2
CS3119,07/01/15,22,1642,Silver-P2
CS3120,28/01/15,12,808,Gold-P1
CS3121,10/03/15,23,1694,Silver-P2
CS3122,13/02/15,23,1519,Silver-P2
CS3123,03/03/15,23,1543,Silver-P2
CS3124,17/11/14,19,1335,Silver-P2
CS3125,06/01/15,14,1116,Silver-P2
CS3126,11/10/14,20,1304,Silver-P2
CS3127,16/03/15,26,1665,Premium-P0
CS3128,19/12/14,23,1472,Silver-P2
CS3129,10/03/15,27,1894,Premium-P0
CS3130,23/02/15,24,1674,Silver-P2
CS3131,10/03/15,28,2060,Premium-P0
CS3132,12/03/15,22,1719,Silver-P2
CS3133,20/08/14,14,892,Gold-P1
CS3134,26/10/14,19,1203,Silver-P2
CS3135,31/10/14,16,1097,Silver-P2
CS3136,08/01/15,24,1629,Silver-P2
CS3137,10/03/15,17,1201,Silver-P2
CS3138,27/10/14,16,999,Gold-P1
CS3139,03/03/15,23,1673,Silver-P2
CS3140,22/08/14,12,852,Gold-P1
CS3141,29/01/15,25,1772,Premium-P0
CS3142,15/02/15,19,1463,Silver-P2
CS3143,01/02/15,23,1432,Silver-P2
CS3144,13/02/15,25,1808,Premium-P0
CS3145,16/02/15,21,1339,Silver-P2
CS3146,10/03/15,18,1316,Silver-P2
CS3147,09/10/14,17,1211,Silver-P2
CS3148,16/06/14,20,1474,Silver-P2
CS3149,28/01/15,12,783,Gold-P1
CS3150,26/02/15,16,1149,Silver-P2
CS3151,02/01/15,18,1275,Silver-P2
CS3152,15/12/14,15,924,Gold-P1
CS3153,09/10/14,18,1331,Silver-P2
CS3154,08/12/14,22,1478,Silver-P2
CS3155,14/01/15,25,1858,Premium-P0
CS3156,07/11/14,24,1624,Silver-P2
CS3157,19/01/15,22,1686,Silver-P2
CS3158,25/11/14,17,1229,Silver-P2
CS3159,04/02/15,20,1462,Silver-P2
CS3160,19/11/14,16,1019,Silver-P2
CS3161,12/01/15,18,1253,Silver-P2
CS3162,28/02/15,17,998,Gold-P1
CS3163,12/01/15,31,2413,Premium-P0
CS3164,27/11/14,29,1916,Premium-P0
CS3165,21/11/14,30,2202,Premium-P0
CS3166,02/03/15,25,1697,Premium-P0
CS3167,24/12/14,18,1345,Silver-P2
CS3168,14/02/15,14,962,Gold-P1
CS3169,30/01/15,14,1061,Silver-P2
CS3170,30/10/14,18,1178,Silver-P2
CS3171,23/11/14,16,1205,Silver-P2
CS3172,28/12/14,22,1465,Silver-P2
CS3173,06/03/15,17,1085,Silver-P2
CS3174,25/01/15,23,1581,Silver-P2
CS3175,20/01/15,13,954,Gold-P1
CS3176,06/03/15,16,895,Gold-P1
CS3177,30/01/15,18,1246,Silver-P2
CS3178,01/02/15,21,1543,Silver-P2
CS3179,13/01/15,24,1572,Silver-P2
CS3180,17/11/14,25,1911,Premium-P0
CS3181,18/08/14,22,1593,Silver-P2
CS3182,20/02/15,25,1630,Premium-P0
CS3183,02/01/15,21,1370,Silver-P2
CS3184,20/02/15,20,1578,Silver-P2
CS3185,14/10/14,13,939,Gold-P1
CS3186,15/12/14,21,1581,Silver-P2
CS3187,30/01/15,21,1487,Silver-P2
CS3188,17/12/14,18,1188,Silver-P2
CS3189,01/02/15,24,1652,Silver-P2
CS3190,18/01/15,23,1684,Silver-P2
CS3191,21/01/15,23,1478,Silver-P2
CS3192,27/12/14,12,891,Gold-P1
CS3193,15/03/15,19,1288,Silver-P2
CS3194,28/02/15,22,1459,Silver-P2
CS3195,01/03/15,27,1743,Premium-P0
CS3196,19/12/14,22,1540,Silver-P2
CS3197,27/10/14,16,1176,Silver-P2
CS3198,19/02/15,24,1742,Silver-P2
CS3199,30/01/15,24,1542,Silver-P2
CS3200,22/10/14,14,1015,Silver-P2
CS3201,16/12/14,26,2014,Premium-P0
CS3202,14/01/15,21,1565,Silver-P2
CS3203,13/12/14,18,1319,Silver-P2
CS3204,20/01/15,19,1154,Silver-P2
CS3205,16/03/15,23,1522,Silver-P2
CS3206,14/03/15,18,1256,Silver-P2
CS3207,09/02/15,20,1322,Silver-P2
CS3208,16/08/14,15,1123,Silver-P2
CS3209,22/01/15,23,1707,Silver-P2
CS3210,31/01/15,24,1772,Silver-P2
CS3211,08/02/15,11,741,Gold-P1
CS3212,17/11/14,21,1689,Silver-P2
CS3213,19/10/14,24,1446,Silver-P2
CS3214,29/12/14,21,1464,Silver-P2
CS3215,14/01/15,16,1128,Silver-P2
CS3216,15/01/15,22,1597,Silver-P2
CS3217,11/03/15,19,1506,Silver-P2
CS3218,10/03/15,22,1717,Silver-P2
CS3219,12/01/15,23,1654,Silver-P2
CS3220,15/03/15,20,1429,Silver-P2
CS3221,19/10/14,28,2159,Premium-P0
CS3222,02/03/15,25,1828,Premium-P0
CS3223,09/10/14,24,1699,Silver-P2
CS3224,31/01/15,26,1751,Premium-P0
CS3225,11/10/14,16,1204,Silver-P2
CS3226,20/07/14,17,1183,Silver-P2
CS3227,30/11/14,21,1545,Silver-P2
CS3228,05/12/14,28,2047,Premium-P0
CS3229,01/02/15,27,1754,Premium-P0
CS3230,17/11/14,19,1222,Silver-P2
CS3231,20/12/14,19,1314,Silver-P2
CS3232,31/12/14,21,1562,Silver-P2
CS3233,23/02/15,16,1177,Silver-P2
CS3234,12/03/15,26,1707,Premium-P0
CS3235,18/01/15,13,790,Gold-P1
CS3236,13/03/15,15,995,Gold-P1
CS3237,24/02/15,22,1545,Silver-P2
CS3238,16/03/15,21,1529,Silver-P2
CS3239,02/10/14,13,769,Gold-P1
CS3240,28/11/14,16,1016,Silver-P2
CS3241,28/11/14,17,1257,Silver-P2
CS3242,21/01/15,24,1843,Silver-P2
CS3243,23/12/14,18,1358,Silver-P2
CS3244,15/08/14,15,1095,Silver-P2
CS3245,02/11/14,20,1321,Silver-P2
CS3246,25/02/15,15,1012,Silver-P2
CS3247,17/10/14,21,1597,Silver-P2
CS3248,20/01/15,14,823,Gold-P1
CS3249,08/01/15,28,1868,Premium-P0
CS3250,13/01/15,18,1217,Silver-P2
CS3251,09/03/15,18,1162,Silver-P2
CS3252,14/02/15,15,1039,Silver-P2
CS3253,28/12/14,19,1241,Silver-P2
CS3254,21/01/15,21,1443,Silver-P2
CS3255,31/12/14,19,1197,Silver-P2
CS3256,05/10/14,20,1384,Silver-P2
CS3257,19/01/15,16,1135,Silver-P2
CS3258,05/12/14,20,1348,Silver-P2
CS3259,27/01/15,23,1674,Silver-P2
CS3260,06/02/15,21,1654,Silver-P2
CS3261,30/04/14,16,1047,Silver-P2
CS3262,26/02/15,22,1555,Silver-P2
CS3263,15/01/15,20,1415,Silver-P2
CS3264,09/02/15,17,1271,Silver-P2
CS3265,05/11/14,20,1292,Silver-P2
CS3266,15/07/14,16,973,Gold-P1
CS3267,02/01/15,20,1393,Silver-P2
CS3268,20/10/14,22,1685,Silver-P2
CS3269,01/11/14,13,882,Gold-P1
CS3270,13/03/15,33,2349,Premium-P0
CS3271,04/02/15,26,1747,Premium-P0
CS3272,20/01/15,19,1393,Silver-P2
CS3273,12/03/15,18,1190,Silver-P2
CS3274,28/01/15,26,1824,Premium-P0
CS3275,12/03/15,18,1126,Silver-P2
CS3276,24/02/15,24,1626,Silver-P2
CS3277,16/01/15,20,1431,Silver-P2
CS3278,03/03/15,27,1866,Premium-P0
CS3279,15/03/15,21,1331,Silver-P2
CS3280,04/01/15,18,1253,Silver-P2
CS3281,03/12/14,15,961,Gold-P1
CS3282,17/02/15,17,1239,Silver-P2
CS3283,06/01/15,20,1338,Silver-P2
CS3284,11/02/15,17,1139,Silver-P2
CS3285,22/08/14,21,1619,Silver-P2
CS3286,29/12/14,18,1150,Silver-P2
CS3287,21/02/15,19,1297,Silver-P2
CS3288,17/08/14,21,1496,Silver-P2
CS3289,06/01/15,26,1963,Premium-P0
CS3290,18/01/15,23,1639,Silver-P2
CS3291,17/02/15,26,1994,Premium-P0
CS3292,09/02/15,21,1592,Silver-P2
CS3293,28/10/14,14,1000,Gold-P1
CS3294,16/03/15,18,1225,Silver-P2
CS3295,07/01/15,23,1655,Silver-P2
CS3296,06/02/15,24,1560,Silver-P2
CS3297,10/11/14,15,979,Gold-P1
CS3298,16/03/15,23,1574,Silver-P2
CS3299,08/12/14,23,1509,Silver-P2
CS3300,08/03/15,16,966,Gold-P1
CS3301,27/12/14,25,1668,Premium-P0
CS3302,13/02/15,24,1702,Silver-P2
CS3303,29/12/14,13,834,Gold-P1
CS3304,23/09/14,24,1634,Silver-P2
CS3305,18/02/15,23,1549,Silver-P2
CS3306,25/02/15,14,1018,Silver-P2
CS3307,14/01/15,13,1037,Silver-P2
CS3308,31/01/15,14,975,Gold-P1
CS3309,13/01/15,16,1159,Silver-P2
CS3310,10/12/14,22,1595,Silver-P2
CS3311,04/02/15,26,1850,Premium-P0
CS3312,07/09/14,13,937,Gold-P1
CS3313,08/01/15,23,1561,Silver-P2
CS3314,20/02/15,15,1048,Silver-P2
CS3315,01/03/15,26,1805,Premium-P0
CS3316,16/03/15,16,1176,Silver-P2
CS3317,09/03/15,8,565,Silver-P2
CS3318,27/08/14,19,1437,Silver-P2
CS3319,28/01/15,14,833,Gold-P1
CS3320,07/02/15,14,928,Gold-P1
CS3321,13/03/15,22,1487,Silver-P2
CS3322,27/01/15,23,1814,Silver-P2
CS3323,28/12/14,17,1145,Silver-P2
CS3324,24/02/15,27,1905,Premium-P0
CS3325,08/11/14,19,1194,Silver-P2
CS3326,05/01/15,23,1588,Silver-P2
CS3327,20/08/14,26,1843,Premium-P0
CS3328,16/01/15,18,1260,Silver-P2
CS3329,04/10/14,18,1164,Silver-P2
CS3330,27/01/15,23,1490,Silver-P2
CS3331,25/06/14,16,1124,Silver-P2
CS3332,19/01/15,18,1441,Silver-P2
CS3333,23/01/15,18,1300,Silver-P2
CS3334,11/02/15,20,1339,Silver-P2
CS3335,14/03/15,22,1651,Silver-P2
CS3336,05/03/15,17,1167,Silver-P2
CS3337,28/09/14,25,1579,Premium-P0
CS3338,03/02/15,16,1092,Silver-P2
CS3339,02/03/15,26,1966,Premium-P0
CS3340,21/02/15,21,1399,Silver-P2
CS3341,31/01/15,15,970,Gold-P1
CS3342,21/02/15,18,1348,Silver-P2
CS3343,01/12/14,24,1600,Silver-P2
CS3344,23/09/14,11,769,Gold-P1
CS3345,06/01/15,19,1399,Silver-P2
CS3346,19/07/14,18,1430,Silver-P2
